"id","text","author"
"id04739","Moreover, it is inserted in at least five or six of the daily papers of the day, while in point of time, it makes its appearance only a few hours after the original.","EAP"
"id08837","Truth is not always in a well.","EAP"
"id22691","The busy eastern part of the town was silent, or at most you saw only where, half from cupidity, half from curiosity, the warehouses had been more ransacked than pillaged: bales of rich India goods, shawls of price, jewels, and spices, unpacked, strewed the floors.","MWS"
"id13786","For arms there dangled from the upper portion of the carcass two tolerably long bottles, with the necks outward for hands.","EAP"
"id03262","For myself I was proud, knowing how the Fatherland would revere my memory and how my sons would be taught to be men like me.","HPL"
"id16992","Where once had risen walls of cubits and towers yet higher, now stretched only the marshy shore, and where once had dwelt fifty millions of men now crawled only the detestable green water lizard.","HPL"
"id01224","I attended the lectures and cultivated the acquaintance of the men of science of the university, and I found even in M. Krempe a great deal of sound sense and real information, combined, it is true, with a repulsive physiognomy and manners, but not on that account the less valuable.","MWS"
"id21054","We were alone together; the sun had set; the song of the nightingales began; the evening star shone distinct in the flood of light, which was yet unfaded in the west.","MWS"
"id21498","Yet I could not have been deceived.","EAP"
"id10775","Upon my memory was graven the vision of the city, and within my soul had arisen another and vaguer recollection, of whose nature I was not then certain.","HPL"
"id04685","""Ave, Caesar, moriturus te saluto"" he shouted, and dropped to the whiskey reeking floor, never to rise again.","HPL"
"id25339","When Gilman stood up the tiles felt hot to his bare feet.","HPL"
"id11043","But do they not rather demonstrate the absence of a gang?","EAP"
"id16314","If I went to sleep as I proposed, how could the atmosphere in the chamber be regenerated in the interim?","EAP"
"id15102","He wants to see life as she is wants to know what the real lightnin' juice tastes like so jus' remember he's me friend an' treat 'im right.""","HPL"
"id05945","After the fading of the last match I dared to waste, I sat very quietly without a light.","HPL"
"id13275","The tent of the Arab is fallen in the sands, and his horse spurns the ground unbridled and unsaddled.","MWS"
"id03902","Once, overcome by fatigue, I sunk on the wet earth; about two hundred yards distant, alone in a large meadow stood a magnificent oak; the lightnings shewed its myriad boughs torn by the storm.","MWS"
"id19066","Then he saw the fanged, bearded little face in the rat hole the accursed little face which he at last realised bore such a shocking, mocking resemblance to old Keziah's and heard the faint fumbling at the door.","HPL"
"id21533","Many were the pillars of the palaces, all of tinted marble, and carven into designs of surpassing beauty.","HPL"
"id25509","Moreover, although it was stated by L'Etoile, that the corpse was re interred at the public expense that an advantageous offer of private sculpture was absolutely declined by the family and that no member of the family attended the ceremonial: although, I say, all this was asserted by L'Etoile in furtherance of the impression it designed to convey yet all this was satisfactorily disproved.","EAP"
"id14129","""This was my duty, but there was another still paramount to that.","MWS"
"id13906","Sometimes I have endeavoured to discover what quality it is which he possesses that elevates him so immeasurably above any other person I ever knew.","MWS"
"id15312","I cannot number the birds that I have saved during the long and severe winters of that climate; or the hares and rabbits that I have defended from the attacks of our dogs, or have nursed when accidentally wounded.","MWS"
"id03068","He assisted her to dismount, and dismissing her guide, conducted her into the cottage.","MWS"
"id04642","""Claws enuff, massa, and mouth too.","EAP"
"id00413","And those who came were never as those who went away; for their accents were coarse and strident, and their mien and faces unpleasing.","HPL"
"id04452","The sledge was still visible, nor did I again lose sight of it except at the moments when for a short time some ice rock concealed it with its intervening crags.","MWS"
"id13620","He interspersed his study of the books with attacks on the manuscript itself, and in time became convinced that he had to deal with one of those subtlest and most ingenious of cryptograms, in which many separate lists of corresponding letters are arranged like the multiplication table, and the message built up with arbitrary key words known only to the initiated.","HPL"
"id23555","In the first place he opens the door No. I. Leaving this open, he goes round to the rear of the box, and opens a door precisely at the back of door No. I. To this back door he holds a lighted candle.","EAP"
"id26739","A bowl of vegetable soup with crackers was enough for me, and I soon headed back for my cheerless room at the Gilman; getting an evening paper and a flyspecked magazine from the evil visaged clerk at the rickety stand beside his desk.","HPL"
"id03779","By this time two policemen had arrived; and Dr. Morgan, meeting them in the vestibule, was urging them for their own sakes to postpone entrance to the stench filled reading room till the examiner came and the prostrate thing could be covered up.","HPL"
"id14557","In proper season, of course, they would return home; and the author, happening, one day, to require their services for a short voyage, is unexpectedly carried straight tip, and in a very brief period arrives at the satellite.","EAP"
"id14932","In Brewster's Letters on Natural Magic, we have an account of the most remarkable.","EAP"
"id01585","But that could not be.","MWS"
"id05456","After midnight their shrill notes burst into a kind of pandaemoniac cachinnation which filled all the countryside, and not until dawn did they finally quiet down.","HPL"
"id26372","The analytical power should not be confounded with ample ingenuity; for while the analyst is necessarily ingenious, the ingenious man is often remarkably incapable of analysis.","EAP"
"id09201","I surveyed their characteristics.","EAP"
"id27938","His limbs were nearly frozen, and his body dreadfully emaciated by fatigue and suffering.","MWS"
"id26802","""I hope you won't stay till after dark.","HPL"
"id07010","These Indians shewed choler when the place was built, and were plaguy pestilent in asking to visit the grounds at the full of the moon.","HPL"
"id21503","""'But,' says L'Etoile, 'if the body had been kept in its mangled state on shore until Tuesday night, some trace would be found on shore of the murderers.'","EAP"
"id27482","If dishonour, or what I conceive to be dishonour, come near me, I am lost.""","MWS"
"id14935","I scrutinized the formation of the chin and here, too, I found the gentleness of breadth, the softness and the majesty, the fullness and the spirituality, of the Greek the contour which the god Apollo revealed but in a dream, to Cleomenes, the son of the Athenian.","EAP"
"id27263","""Since you have preserved my narration,"" said he, ""I would not that a mutilated one should go down to posterity.""","MWS"
"id24680","They appeared to me white whiter than the sheet upon which I trace these words and thin even to grotesqueness; thin with the intensity of their expression of firmness of immoveable resolution of stern contempt of human torture.","EAP"
"id03809","The Duchess of Bless my Soul was sitting for her portrait; the Marquis of So and So was holding the Duchess' poodle; the Earl of This and That was flirting with her salts; and his Royal Highness of Touch me Not was leaning upon the back of her chair.","EAP"
"id17955","Great excitement once came to The Street.","HPL"
"id09183","Before any one of us could recover from the extreme astonishment into which this rudeness had thrown all, we heard the voice of the intruder.","EAP"
"id03151","What was the unknown island on which six of the Emma's crew had died, and about which the mate Johansen was so secretive?","HPL"
"id27923","""Good old rye, an' as fiery as ya kin find anyw'eres in Chi'.""","HPL"
"id17200","I have said that I minutely remember the details of the chamber yet I am sadly forgetful on topics of deep moment and here there was no system, no keeping, in the fantastic display, to take hold upon the memory.","EAP"
"id13607","Write now"" and I wrote as he dictated.","EAP"
"id19601","Thus ended a day memorable to me; it decided my future destiny.","MWS"
"id21682","I see the desolate plain covered with white, save a few black patches that the noonday sun has made at the top of those sharp pointed hillocks from which the snow, sliding as it fell, lay thinner than on the plain ground: a few birds are pecking at the hard ice that covers the pools for the frost has been of long continuance.","MWS"
"id01984","Mocking her own desires, she rallied her guests on their early departure.","MWS"
"id02806","We rise; one wand'ring thought pollutes the day.","MWS"
"id16397","This interference often took the ungracious character of advice; advice not openly given, but hinted or insinuated.","EAP"
"id23277","The details contained in the foregoing pages, apparently trivial, yet each slightest one weighing like lead in the depressed scale of human afflictions; this tedious dwelling on the sorrows of others, while my own were only in apprehension; this slowly laying bare of my soul's wounds: this journal of death; this long drawn and tortuous path, leading to the ocean of countless tears, awakens me again to keen grief.","MWS"
"id27669","Every motive, every threat, every angry taunt was urged in vain.","MWS"
"id12194","The one midway is Moskoe.","EAP"
"id15942","At one bend he saw the group of giant elms among which an ancestor had oddly vanished a century and a half before, and shuddered as the wind blew meaningly through them.","HPL"
"id06336","""The cottagers arose the next morning before the sun.","MWS"
"id17252","I was too much exhausted to reflect upon this circumstance, but ate and drank with avidity.","EAP"
"id23975","Mrs. Updike's clothes were close to the front hall switch that's how I know she did it.","HPL"
"id15155","On the third morning occurred the first of the man's mental attacks.","HPL"
"id25833","But I was not to reach my destination without one very strong impression of poignantly disagreeable quality.","HPL"
"id00612","From this time Felix was more employed, and the heart moving indications of impending famine disappeared.","MWS"
"id06587","He was gay, playful, fascinating but never did he overstep the modesty of nature, or the respect due to himself, in his wildest sallies.","MWS"
"id04165","what avails the vigilance against the Destiny of man?","EAP"
"id26605","Yet perhaps I shall not be too late.""","MWS"
"id25620","This benefit was fully repaid; Justine was the most grateful little creature in the world: I do not mean that she made any professions I never heard one pass her lips, but you could see by her eyes that she almost adored her protectress.","MWS"
"id05765","Cahoone in the War of .","HPL"
"id19510","His extraction was obscure; but circumstances brought him early into public notice, and his small paternal property was soon dissipated in the splendid scene of fashion and luxury in which he was an actor.","MWS"
"id20108","Do you indeed sleep, Mathilda?","MWS"
"id16358","She hung down her head, and said not a syllable in reply.","EAP"
"id16886","Nothing would have tempted me to within half a dozen yards of its brink.","EAP"
"id21586","Every shade of New England dialect, from the uncouth syllables of the Puritan colonists to the precise rhetoric of fifty years ago, seemed represented in that shadowy colloquy, though it was only later that I noticed the fact.","HPL"
"id01661","It first rolled down the side of the steeple, then lodge, for a few seconds, in the gutter, and then made its way, with a plunge, into the middle of the street.","EAP"
"id10245","""Listen to me The waves from that thing are waking a thousand sleeping senses in us; senses which we inherit from aeons of evolution from the state of detached electrons to the state of organic humanity.","HPL"
"id13427","It must have been by an accident, in its strictest sense, that these garters of Marie needed the tightening described.","EAP"
"id10184","The damn' government can try tuh make folks good ef it wants tuh, but it can't stop a feller from hittin' 'er up when he feels like it.","HPL"
"id01440","On the second night after my release, I was again taken by the gamekeepers again imprisoned, and again released; and again, such was my pertinacity, did the fourth night find me in the forbidden park.","MWS"
"id16981","Many projects entered my mind.","EAP"
"id06967","When I was twelve years old it occurred to my aunt that I ought to learn music; she herself played upon the harp.","MWS"
"id19643","In this latter respect I was forced to take Talbot's advice; for he remained obstinately deaf to every further question or suggestion, and occupied himself exclusively for the rest of the evening with what was transacting upon the stage.","EAP"
"id27184","Diotima approached the fountain seated herself on a mossy mound near it and her disciples placed themselves on the grass near her Without noticing me who sat close under her she continued her discourse addressing as it happened one or other of her listeners but before I attempt to repeat her words I will describe the chief of these whom she appeared to wish principally to impress One was a woman of about years of age in the full enjoyment of the most exquisite beauty her golden hair floated in ringlets on her shoulders her hazle eyes were shaded by heavy lids and her mouth the lips apart seemed to breathe sensibility But she appeared thoughtful unhappy her cheek was pale she seemed as if accustomed to suffer and as if the lessons she now heard were the only words of wisdom to which she had ever listened The youth beside her had a far different aspect his form was emaciated nearly to a shadow his features were handsome but thin worn his eyes glistened as if animating the visage of decay his forehead was expansive but there was a doubt perplexity in his looks that seemed to say that although he had sought wisdom he had got entangled in some mysterious mazes from which he in vain endeavoured to extricate himself As Diotima spoke his colour went came with quick changes the flexible muscles of his countenance shewed every impression that his mind received he seemed one who in life had studied hard but whose feeble frame sunk beneath the weight of the mere exertion of life the spark of intelligence burned with uncommon strength within him but that of life seemed ever on the eve of fading At present I shall not describe any other of this groupe but with deep attention try to recall in my memory some of the words of Diotima they were words of fire but their path is faintly marked on my recollection It requires a just hand, said she continuing her discourse, to weigh divide the good from evil On the earth they are inextricably entangled and if you would cast away what there appears an evil a multitude of beneficial causes or effects cling to it mock your labour When I was on earth and have walked in a solitary country during the silence of night have beheld the multitude of stars, the soft radiance of the moon reflected on the sea, which was studded by lovely islands When I have felt the soft breeze steal across my cheek as the words of love it has soothed cherished me then my mind seemed almost to quit the body that confined it to the earth with a quick mental sense to mingle with the scene that I hardly saw I felt Then I have exclaimed, oh world how beautiful thou art Oh brightest universe behold thy worshiper spirit of beauty of sympathy which pervades all things, now lifts my soul as with wings, how have you animated the light the breezes Deep inexplicable spirit give me words to express my adoration; my mind is hurried away but with language I cannot tell how I feel thy loveliness Silence or the song of the nightingale the momentary apparition of some bird that flies quietly past all seems animated with thee more than all the deep sky studded with worlds"" If the winds roared tore the sea and the dreadful lightnings seemed falling around me still love was mingled with the sacred terror I felt; the majesty of loveliness was deeply impressed on me So also I have felt when I have seen a lovely countenance or heard solemn music or the eloquence of divine wisdom flowing from the lips of one of its worshippers a lovely animal or even the graceful undulations of trees inanimate objects have excited in me the same deep feeling of love beauty; a feeling which while it made me alive eager to seek the cause animator of the scene, yet satisfied me by its very depth as if I had already found the solution to my enquires sic as if in feeling myself a part of the great whole I had found the truth secret of the universe But when retired in my cell I have studied contemplated the various motions and actions in the world the weight of evil has confounded me If I thought of the creation I saw an eternal chain of evil linked one to the other from the great whale who in the sea swallows destroys multitudes the smaller fish that live on him also torment him to madness to the cat whose pleasure it is to torment her prey I saw the whole creation filled with pain each creature seems to exist through the misery of another death havoc is the watchword of the animated world And Man also even in Athens the most civilized spot on the earth what a multitude of mean passions envy, malice a restless desire to depreciate all that was great and good did I see And in the dominions of the great being I saw man reduced?","MWS"
"id08083","At all this I felt mortified, and so called upon my father.","EAP"
"id14937","Meanwhile no more must be told.","HPL"
"id18411","The magistrate appeared at first perfectly incredulous, but as I continued he became more attentive and interested; I saw him sometimes shudder with horror; at others a lively surprise, unmingled with disbelief, was painted on his countenance.","MWS"
"id12639","Being now assured of her absence, I returned with a palpitating heart to the scene of my disaster.","EAP"
"id22470","In a fearfully brief period the patient died, when it appeared that in the jar containing the leeches, had been introduced, by accident, one of the venomous vermicular sangsues which are now and then found in the neighboring ponds.","EAP"
"id16949","He would talk of the wonderful powers of man, of their present state and of their hopes: of what they had been and what they were, and when reason could no longer guide him, his imagination as if inspired shed light on the obscurity that veils the past and the future.","MWS"
"id20941","At first the high priests liked not these festivals, for there had descended amongst them queer tales of how the sea green eikon had vanished, and how Taran Ish had died from fear and left a warning.","HPL"
"id23842","The walls were of bare boards, and had probably never known plaster; whilst the abundance of dust and cobwebs made the place seem more deserted than inhabited.","HPL"
"id23442","And every morning, when the day broke, I went boldly into the chamber, and spoke courageously to him, calling him by name in a hearty tone, and inquiring how he has passed the night.","EAP"
"id21347","""He was a great fool, beyond doubt,"" interposed some one, ""but not to be compared with a certain individual whom we all know, with the exception of this strange gentleman.","EAP"
"id18085","As the hours wore on I saw his head droop awkwardly in sleep, but I did not disturb him.","HPL"
"id13833","I will not be put off thus: do you think that I can live thus fearfully from day to day the sword in my bosom yet kept from its mortal wound by a hair a word I demand that dreadful word; though it be as a flash of lightning to destroy me, speak it.","MWS"
"id18195","I beg your pardon, sir,"" here he addresses a gentleman on shore, ""but you have the air of an honest man.","EAP"
"id11894","He was again in the cramped, violet litten peaked space with the slanting floor, the low cases of ancient books, the bench and table, the queer objects, and the triangular gulf at one side.","HPL"
"id02298","I examined all my apparatus, however, with great attention, and could discover nothing out of order.","EAP"
"id22502","Do not think that I shall be slow to perform this sacrifice.","MWS"
"id10758","In this manner the chase continued for a long time.","EAP"
"id23819","Unsupported and weak, let him wander through fields where the unreaped corn stands in barren plenty, through copses planted by his fathers, through towns built for his use.","MWS"
"id19607","This idea was probably suggested by the extreme agitation I had exhibited when the mode of the murder had been described.","MWS"
"id05300","""The stupor and surprise produced in my mind by this extraordinary change in the posture of affairs was perhaps, after all, that part of the adventure least susceptible of explanation.","EAP"
"id27891","Somewhat amazed at all this, I made my retreat to the Baron.","EAP"
"id12766","All the time he had passed out of England was as a dream, and all the interest of his soul, all his affections belonged to events which had happened and persons who had existed sixteen years before.","MWS"
"id09251","The Boatswain Müller, an elderly man who would have known better had he not been a superstitious Alsatian swine, became so excited by this impression that he watched the body in the water; and swore that after it sank a little it drew its limbs into a swimming position and sped away to the south under the waves.","HPL"
"id04841","I hesitated to ride, or to walk, or to indulge in any exercise that would carry me from home.","EAP"
"id23880","Nor can I better define that peculiarity of spirit which seemed to place him so essentially apart from all other human beings, than by calling it a habit of intense and continual thought, pervading even his most trivial actions intruding upon his moments of dalliance and interweaving itself with his very flashes of merriment like adders which writhe from out the eyes of the grinning masks in the cornices around the temples of Persepolis.","EAP"
"id08477","I did not, however, succeed in finding my late companion, for the dolphins were massed thickly and obscuringly about the conning tower.","HPL"
"id04183","No, he had determined to die, and he wished to spare me the misery of knowing it.","MWS"
"id22424","I have not been quite well for some days past, and poor old Jup annoys me, almost beyond endurance, by his well meant attentions Would you believe it?","EAP"
"id09533","It is not improbable that the relatives of Legrand, conceiving him to be somewhat unsettled in intellect, had contrived to instil this obstinacy into Jupiter, with a view to the supervision and guardianship of the wanderer.","EAP"
"id16181","""You then,"" I asked, ""still remain in Greece?"" ""Assuredly,"" replied Raymond.","MWS"
"id25692","He had chosen this work, he said, because the declamatory style was framed in imitation of the Eastern authors.","MWS"
"id20423","Instead, his surroundings depressed him; and he frequently wrote to a friend in Albany of plans to leave the paternal roof.","HPL"
"id22250","This letter was enclosed to the care of a nobleman, who, he did not doubt, would perform the last and inexpensive office of placing it in the king's own hand.","MWS"
"id12684","Pestilence will usher you to his presence.","MWS"
"id23640","""EXTRAORDINARY MURDERS.","EAP"
"id07754","The knowledge of his success had become so much a part of himself, that he forgot that it was necessary to impart it to his companion.","MWS"
"id21322","I trembled from head to foot; I felt a presentiment of who it was and wished to rouse one of the peasants who dwelt in a cottage not far from mine; but I was overcome by the sensation of helplessness, so often felt in frightful dreams, when you in vain endeavour to fly from an impending danger, and was rooted to the spot.","MWS"
"id27434","When there is no angle in other words, when the rope hangs perpendicularly, the whole apparatus is stationary; but the larger the angle, that is to say, the farther the balloon precedes the end of the rope, the greater the velocity; and the converse.","EAP"
"id20927","Yet experience has shown, and a true philosophy will always show, that a vast, perhaps the larger portion of truth, arises from the seemingly irrelevant.","EAP"
"id24811","In the mean time the investigation proceeded with vigor, if not always with judgment, and numerous individuals were examined to no purpose; while, owing to the continual absence of all clue to the mystery, the popular excitement greatly increased.","EAP"
"id15786","In a second all my plans were utterly changed for if the southward highway were blocked ahead of me, I must clearly find another egress from Innsmouth.","HPL"
"id23060","The Fish Street bridge, according to the sketch, was in ruins.","HPL"
"id00732","Gilman had a constant sense of dread that it might rise to some unbearable degree of intensity during one or another of its obscure, relentlessly inevitable fluctuations.","HPL"
"id25574","With little difficulty I made my way unperceived to the main hatchway, which was partially open, and soon found an opportunity of secreting myself in the hold.","EAP"
"id04253","I resolved at once to become a great man and to commence by becoming a great poet.","EAP"
"id27814","He lived with one manservant in a Georgian homestead with knocker and iron railed steps, balanced eerily on a steep ascent of North Court Street beside the ancient brick court and colony house where his grandfather a cousin of that celebrated privateersman, Capt.","HPL"
"id00634","That it was the scene, I may or I may not believe but there was excellent reason for doubt.","EAP"
"id10999","The gorilla was off its guard, but not for long, and before anything could be done by the regular trainer the body which had belonged to a baronet was past recognition.","HPL"
"id24484","The benches were very empty, those by custom occupied by the hereditary members were vacant; the city members were there the members for the commercial towns, few landed proprietors, and not many of those who entered parliament for the sake of a career.","MWS"
"id17790","But when two days later the squatters told me what the red glare meant, I felt more horror than that which the mould burrow and the claw and eyes had given; more horror because of the overwhelming implications.","HPL"
"id06985","A very mean diddle is this.","EAP"
"id26876","It now occurred to me that the bandage, or surcingle, which enveloped me, was unique.","EAP"
"id07380","On page , pamphlet edition, speaking of ""a hairy veil"" over the eyes of a species of bison, the author says: ""It immediately occurred to the acute mind of Dr. Herschel that this was a providential contrivance to protect the eyes of the animal from the great extremes of light and darkness to which all the inhabitants of our side of the moon are periodically subjected.""","EAP"
"id22524","I can choose my current, and should I find all currents against me, I can make very tolerable headway with the propeller.","EAP"
"id11314","""To morrow,"" said Raymond, ""his mother and sister set out for Scotland to see him once again.""","MWS"
"id01083","Jupiter, at a signal from his master, began to gather up his tools.","EAP"
"id03749","Several of the coffins began to split under the stress of handling, and he planned to save the stoutly built casket of little Matthew Fenner for the top, in order that his feet might have as certain a surface as possible.","HPL"
"id24657","I had no alternative but to conclude him stricken with lunacy, and I became seriously anxious about getting him home.","EAP"
"id26098","You are cast out shelterless on the world: your hopes are blasted; the peace and security of your pure mind destroyed; memory will bring to you frightful images of guilt, and the anguish of innocent love betrayed.","MWS"
"id27521","Wealth was an inferior object, but what glory would attend the discovery if I could banish disease from the human frame and render man invulnerable to any but a violent death Nor were these my only visions.","MWS"
"id18092","First of all, the new light revealed the distorted and blackened form of the mysterious stranger.","HPL"
"id25857","Such an occurrence, of course, attracted universal attention, and every little old gentleman who sat in a leather bottomed arm chair turned one of his eyes with a stare of dismay upon the phenomenon, still keeping the other upon the clock in the steeple.","EAP"
"id09142","For my own part, I do not hesitate to say that, notwithstanding all the evidence produced against her, I believe and rely on her perfect innocence.","MWS"
"id09214","As I spoke, my subject carried me away; deep admiration; grief, the offspring of truest affection, the overflowing of a heart bursting with sympathy for all that had been great and sublime in the career of my friend, inspired me as I poured forth the praises of Raymond.","MWS"
"id13605","He found the man, Athib, sitting on the same chest of spices he had sat upon before, and Athib seemed not to realise that any time had passed.","HPL"
"id16771","To those who have cherished an affection for a faithful and sagacious dog, I need hardly be at the trouble of explaining the nature or the intensity of the gratification thus derivable.","EAP"
"id06963","Having deposited our mournful burden upon tressels within this region of horror, we partially turned aside the yet unscrewed lid of the coffin, and looked upon the face of the tenant.","EAP"
"id12237","Such a violet was sweet Perdita, trembling to entrust herself to the very air, cowering from observation, yet betrayed by her excellences; and repaying with a thousand graces the labour of those who sought her in her lonely bye path.","MWS"
"id03491","These are the words of the Encyclopædia Britannica.","EAP"
"id17328","""The book from which Felix instructed Safie was Volney's Ruins of Empires.","MWS"
"id08321","In the midst of this debris, wedged between a fallen plank and a cluster of cemented bricks from the ruined chimney, was an object destined to cause more bafflement, veiled fright, and openly superstitious talk in Arkham than anything else discovered in the haunted and accursed building.","HPL"
"id05313","It was hurt, but not destroyed.","HPL"
"id05790","In the confusion attending my fall, I did not immediately apprehend a somewhat startling circumstance, which yet, in a few seconds afterward, and while I still lay prostrate, arrested my attention.","EAP"
"id14930","It was his practice to take a very large dose of it immediately after breakfast each morning or, rather, immediately after a cup of strong coffee, for he ate nothing in the forenoon and then set forth alone, or attended only by a dog, upon a long ramble among the chain of wild and dreary hills that lie westward and southward of Charlottesville, and are there dignified by the title of the Ragged Mountains.","EAP"
"id22231","It hung upon our limbs upon the household furniture upon the goblets from which we drank; and all things were depressed, and borne down thereby all things save only the flames of the seven lamps which illumined our revel.","EAP"
"id18759","When we gazed around the horizon, we could not find the third tower by the river, and noticed that the silhouette of the second tower was ragged at the top.","HPL"
"id18598","She flapped her wings with prodigious effect so so and, as for her crow, it was delicious Cock a doodle doo cock a doodle doo cock a doodle de doo dooo do o o o o o o"" ""Madame Joyeuse, I will thank you to behave yourself"" here interrupted our host, very angrily.","EAP"
"id21114","Our journey here lost the interest arising from beautiful scenery, but we arrived in a few days at Rotterdam, whence we proceeded by sea to England.","MWS"
"id14096","But you should have seen me.","EAP"
"id09687","This would have sounded more gracefully, I think.","EAP"
"id06981","There is unknown magic on Hatheg Kla, for the screams of the frightened gods have turned to laughter, and the slopes of ice shoot up endlessly into the black heavens whither I am plunging. . . .","HPL"
"id24149","I paced the floor to and fro with heavy strides, as if excited to fury by the observations of the men but the noise steadily increased.","EAP"
"id12800","It must have been a peculiarity of color, of quantity, of length, or of situation.","EAP"
"id11963","But a blight had come over my existence, and I only visited these people for the sake of the information they might give me on the subject in which my interest was so terribly profound.","MWS"
"id02389","In any case such a monster must of necessity be in our scheme of things an anomaly and an intruder, whose extirpation forms a primary duty with every man not an enemy to the world's life, health, and sanity.","HPL"
"id12401","During its perusal she was suddenly interrupted by the entrance of the other exalted personage from whom especially it was her wish to conceal it.","EAP"
"id16133","Ronald Hill, only to be shot down when directly over his destination.","HPL"
"id12738","She fed even to tears of joy on the praise and glory of her Lord; her whole existence was one sacrifice to him, and if in the humility of her heart she felt self complacency, it arose from the reflection that she had won the distinguished hero of the age, and had for years preserved him, even after time had taken from love its usual nourishment.","MWS"
"id19917","Ast 'em whar they come from, an' ef they cud git more, an' finally wormed the story aout o' the old chief Walakea, they called him.","HPL"
"id13616","Yet his manners are so conciliating and gentle that the sailors are all interested in him, although they have had very little communication with him.","MWS"
"id12981","The conclusion was plain, and again narrowed in the field of my investigations.","EAP"
"id08994","They were fond of the sweet orphan.","MWS"
"id25944","May the merciful gods, if indeed there be such, guard those hours when no power of the will, or drug that the cunning of man devises, can keep me from the chasm of sleep.","HPL"
"id00169","My friend had told me of him, and of the impelling fascination and allurement of his revelations, and I burned with eagerness to explore his uttermost mysteries.","HPL"
"id01634","This act did not prevent young Ellison, upon his twenty first birth day, from entering into possession, as the heir of his ancestor, Seabright, of a fortune of four hundred and fifty millions of dollars.","EAP"
"id23895","We could inflict no punishment so severe, and we would inflict it, but for the boredom which we should cause our readers in so doing.","EAP"
"id15870","When I said these words, I of course expected some lively sally from Bedloe in reply, but, to my astonishment, he hesitated, trembled, became fearfully pallid, and remained silent.","EAP"
"id27352","I wish to describe, but am disheartened by the difficulty of description, and hesitate between detail and generality.","EAP"
"id02599","He was looking, he had to admit, for a kind of formula or incantation containing the frightful name Yog Sothoth, and it puzzled him to find discrepancies, duplications, and ambiguities which made the matter of determination far from easy.","HPL"
"id24173","The breeze scattered the grey locks on his temples, the rain drenched his uncovered head, he sat hiding his face in his withered hands.","MWS"
"id11790","I did so; but the difficulty was even more obvious than before.","EAP"
"id24836","There is in the land of Mnar a vast still lake that is fed by no stream and out of which no stream flows.","HPL"
"id27129","All of this material I cannot hope to give, for my uncle was a tireless antiquarian and very deeply interested in the shunned house; but I may refer to several dominant points which earn notice by their recurrence through many reports from diverse sources.","HPL"
"id11080","With all the incongruities of his character, Raymond was emphatically a man of the world.","MWS"
"id08692","In this low and small room there hung no lamp; and now no light at all was admitted, save that of the exceedingly feeble dawn which made its way through the semi circular window.","EAP"
"id15281","I arose from my seat, and throwing open one of the doors of the library, saw standing out in the ante chamber a servant maiden, all in tears, who told me that Berenice was no more She had been seized with epilepsy in the early morning, and now, at the closing in of the night, the grave was ready for its tenant, and all the preparations for the burial were completed.","EAP"
"id07564","The climax of that awful night was composite but fairly brief, beginning just as I reached the final cavern of the journey.","HPL"
"id21606","And the man trembled in the solitude; but the night waned, and he sat upon the rock.","EAP"
"id24176","He looked round timidly; a mist seemed before his eyes.","MWS"
"id17263","It was at a Jew's shop in the squalid precincts of Clare Market, where he had often bought strange things before, and he almost fancied the gnarled old Levite smiled amidst tangles of beard as the great discovery was made.","HPL"
"id23758","""Scoundrel"" I said, in a voice husky with rage, while every syllable I uttered seemed as new fuel to my fury, ""scoundrel impostor accursed villain you shall not you shall not dog me unto death Follow me, or I stab you where you stand"" and I broke my way from the ball room into a small ante chamber adjoining dragging him unresistingly with me as I went.","EAP"
"id19706","His possessions had been always ample; but on the attainment of his majority, it was discovered that one of those extraordinary freaks of fate had been played in his behalf which startle the whole social world amid which they occur, and seldom fail radically to alter the moral constitution of those who are their objects.","EAP"
"id18623","He perpetually frequented the walks that had been favourites with him when he and my mother wandered together talking of love and happiness; he collected every relick that remained of her and always sat opposite her picture which hung in the room fixing on it a look of sad despair and all this was done in a mystic and awful silence.","MWS"
"id13220","""I do,"" said I, blowing it well.","EAP"
"id12379","In looking from the summit of a mountain we cannot help feeling abroad in the world.","EAP"
"id16580","They left me happy how unspeakably happy.","MWS"
"id19006","Among the rubbish which had crashed through the ancient slanting ceiling were several things which made the workmen pause and call in the police.","HPL"
"id04494","He dreaded to cross the bridge that gave a view of the desolate island in the Miskatonic, so went over the Peabody Avenue bridge.","HPL"
"id01011","Between the chief building and western wing arose a very tall and rather slender square chimney of hard Dutch bricks, alternately black and red: a slight cornice of projecting bricks at the top.","EAP"
"id04468","""I tell ye, Mis' Corey, they's suthin' abroad as hadn't orter be abroad, an' I for one think that black Wilbur Whateley, as come to the bad eend he desarved, is at the bottom of the breedin' of it.","HPL"
"id21731","There seemed very little taste, however, in the arrangements; and my eyes, accustomed to quiet lights, were sadly offended by the prodigious glare of a multitude of wax candles, which, in silver candelabra, were deposited upon the table, and all about the room, wherever it was possible to find a place.","EAP"
"id02701","The paragraph was inserted in an obscure part: ""We regret to state that there can be no longer a doubt of the plague having been introduced at Leghorn, Genoa, and Marseilles.""","MWS"
"id05084","Yet there is a necessity for disposing of the corpse.","EAP"
"id14573","For your life you could not have found a fault with its wonderful proportion.","EAP"
"id20525","Just before entering the cut I glanced behind me, but saw no pursuer.","HPL"
"id10166","But I consented to listen, and seating myself by the fire which my odious companion had lighted, he thus began his tale.","MWS"
